,id,tweet,sentiment,date
0,1.321674095336018e+18,"Happy Birthday 🎂 @nickatkinsonofficial FYI this was last year pre-covid.  Nick’s bday wish this year is #VOTE #bidenharris2020 🥳💜🙏🏽🎂🍾🎉 @ Los Angeles, California https://t.co/oJyYQB4Wrb",0.0,october29_october30
1,1.3216756527649628e+18,"My #weirdal Ch-Ch-Ch-Chia pet got C-C-C-Covid :( @ Willetta, Phoenix, Arizona https://t.co/pSfprXxuff",0.415625,october29_october30
2,1.3216806855271588e+18,"Order now! Link in bio. Etsy: CARLOSEBLUXESHOP #louisvuitton #louisvuittonbookmarkclip #louisvuittonbookmark #louisvuittonclips #lvagenda #louisvuittonagenda #agenda #planner #organizer @ Corona, California https://t.co/NGFRRxLkTr",0.0,october29_october30
3,1.321681181117657e+18,@BigBootyJudy814 I mean y’all have Tuesday-Wednesday bak for now..... COVID might have other plans.,0.0,october29_october30
4,1.3216844196866376e+18,"Hey lovely, what are we doing next Sunday?  
.
.
.
.
#goals #friends #tbt #wearamask #besafe #helicopter #surprise #happybirthday #gift #lucky #love @etanwengrrr  @ummmmbacon @ Malibu, California https://t.co/5P0a5RcVrs",0.5,october29_october30
5,1.3216867896822088e+18,Cleared: Closure on #SouthernStateParkway WB at Exit 15 - North Corona Avenue,0.0,october29_october30
6,1.3216939098866196e+18,Cleared: Closure on #SouthernStateParkway WB at Exit 15 - North Corona Avenue,0.0,october29_october30
7,1.3216962678404628e+18,"Just posted a video @ Corona, California https://t.co/IDdN0MjXyZ",0.4,october29_october30
8,1.3216988013091103e+18,"#throwbackthursday our weekend trip to Biltmore, first weekend of the year, before there was a COVID pandemic. @ Biltmore Estate https://t.co/6qofSrY0M9",0.4,october29_october30
9,1.3217028562867364e+18,#trump2020 #kidsincages #trumpisevil #votebluetosaveamerica🇺🇸💙 @joebiden #texas @texasstudentsforbiden @texasdemocrats @officialjld @resistexist2020 @seanpenn @foxnews @cnn #voteinperson #mask #covid_19 @ United States https://t.co/EngnOYDwkk,0.0,october29_october30
10,1.321703129495253e+18,"COVID-19 update @ Queens, New York https://t.co/m8nSawnqLC",0.0,october29_october30
11,1.3217049835536998e+18,Updated: Closure on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/HXeFGq8g8D,0.0,october29_october30
12,1.3217115612291604e+18,"Halloween 24/7 @southstreetdiner getting ready for Saturday trick o treaters, wear a mask your scarey enough #moviesizebar #gobigorgohome @ South Street Diner https://t.co/T3LuEtaP0o",0.0,october29_october30
