,id,tweet,sentiment,date
0,1.3314607456833004e+18,Long Beach is still outdoor dining!!😂😂😂😂😂😂😂 Like Covid what? What's that? They wild!!! Straight break the law!! 😂😂😂 @ Downtown Long Beach https://t.co/ab8kAeJFNo,0.13636363636363635,november25_november26
1,1.3314613167295816e+18,"So by the fall of 2021 I’m thinking on doing something big (big for me)...
Vaccine should be in effect by then...I want folk present, dressed (black tie?) and partying...
Would you come?
(Just musing...holla back) https://t.co/Bwz6EDrikn",-0.16666666666666666,november25_november26
2,1.3314726977845535e+18,Study: Diabetics on Statins More Likely to Die From COVID https://t.co/3uMsQCVczD https://t.co/DYAF0UxRgW,0.0,november25_november26
3,1.3314738305487053e+18,"My name spread like the Corona Virus. Cuz its Blak Collins in the Air. 😈 @ Houston, Texas https://t.co/kQMv0XERGl",-0.13055555555555556,november25_november26
4,1.331478653100839e+18,We failed her so many times. https://t.co/5rEBI6Y2K0,0.0,november25_november26
5,1.3314827613040558e+18,"Need a Covid-19 nurse? That'll be $8,000 a week https://t.co/GwwOsnx0C5 https://t.co/pmKWOR6vvW",0.0,november25_november26
6,1.331483768876458e+18,"Be like #Buddha.

#WearAMask @ Studio City https://t.co/serjjVdTEz",-0.05,november25_november26
7,1.3314864093795697e+18,"Visit https://t.co/XDzwu3X54j to see what I've been working on in response to the COVID-19 epidemic.   #iamlaelalexander #WEARENOITAVONNE #privatetaskforce @ Tulsa, Oklahoma https://t.co/mLi6zvd54p",0.0,november25_november26
8,1.331486537494655e+18,"My 2020 Holiday Tee Shirt!   
#Iaintcoming
#Covid-19 #waittilnextyear
#zstarman @ Harlem https://t.co/rMqWotIj2b",0.0,november25_november26
9,1.3314883224898888e+18,"Before 🏊🏼‍♂️ ➡️ 2+ hrs of 🐬 kicks ➡️ pandemic body ⛄️💪🏼 

#swimbikerun #swimming #swim #swimmer #triathlon #triathlontraining #triathlete #triathletelife #sandiego #sandiegogram #belmontpark #missionbeach @ Belmont Park https://t.co/upp63RqOxL",0.0,november25_november26
10,1.3314918000376668e+18,Have you acquired a new furry friend during quarantine? Email Boston@PresidentialProperties.us with your search criteria! View ALL of our current listings at https://t.co/7BCus94Im6 #WeKnowBoston ® https://t.co/uAsjouYPGi,0.0,november25_november26
11,1.3314958455947633e+18,"#reasonswhy #wearamask #wearyourmask #whywearamask #peedon #protectivestyles #protectyourselfandothers #protectypurself @ Los Angeles, California https://t.co/0yd3IBT3KF",0.25,november25_november26
12,1.3314971034413138e+18,"#givethanks Not sure I survive this COVID spring lockdown without golf.  Love the friendships, the quiet moments outdoors, the pursuit of better.  It is my therapy and escape. @ Alpine Country Club https://t.co/UY5TWwQetL",0.4,november25_november26
13,1.3315010198308905e+18,"Played it by ear, got tested for COVID, we are negative- drove up to SLO!! #family #thanksgiving #beruthegoblinprincess @ San Luis Obispo, California https://t.co/a9q94KtklQ",0.8,november25_november26
14,1.3315094002094776e+18,"#NY 
#upstateny #labradorhollow #tinkerfalls #hikes #nature #life #quarantine #freshair #feelgood #ig #instagood @ Labrador Hollow Unique Area https://t.co/oseDtf9RAx",0.0,november25_november26
15,1.3315173638968074e+18,"I love New York🌇 not everybody know this, but NYC the city where it all started for me... One of the most memorable trips from 2020. Well first trip after quarantine. But it’s just the beginning😊 I ain’t stopping 🤣 https://t.co/UGw69HimOS",-0.07777777777777779,november25_november26
16,1.3315202231329833e+18,'Nanobodies' could hold clues to new COVID-19 therapies  https://t.co/cmVdbubxlD  #nanotechnology #nano,0.16666666666666666,november25_november26
17,1.3315249098985882e+18,Bitcoin Looks at COVID-19 Vaccine As Its Next Potential Bullish Narrative https://t.co/oKTgS4IwMa https://t.co/5SJgk18a3U 🤑 #Crypto #Trading #BTC,0.08522727272727272,november25_november26
18,1.3315351065282724e+18,"Played it by ear, got tested for COVID, we are negative- drove up to SLO!! #family #thanksgiving #beruthegoblinprincess @ San Luis Obispo, California https://t.co/nn4bxhI5oG",0.2909090909090909,november25_november26
19,1.331539887288324e+18,"Hi, DTLA. Even during the emptiness of COVID you’re gorgeous. @ Los Angeles, California https://t.co/CSPBx7CJyO",0.0,november25_november26
20,1.3314607467067843e+18,"my body✨
.
.
Lucky you, getting to experience my mug 3 days this week. 
.
.
#museumofscience #museumofscienceboston #boston #wearamask #light #awkward #vibes #americaneaglejeans #awjeans #americaneagle https://t.co/cf8RKCDaYK",0.0,november25_november26
21,1.3314738305487053e+18,"COVID-19 update @ Westchester County, New York https://t.co/4rbrj02sgw",-0.13055555555555556,november25_november26
22,1.3314754685753385e+18,#iufb #hoosiers #b1g #cfb #covid19 College Football Links From Across the Country (11/25/20)  https://t.co/NQSwYu00Os,0.24,november25_november26
23,1.3314754708067e+18,"Happy Thanksgiving 🦃 🍽 Stay safe and stay healthy 😷#happythanksgivng #wearamask #gobblegobble #summitnjrealtor @ Summit, New Jersey https://t.co/wLScJwFURD",0.25,november25_november26
24,1.3314762208658842e+18,"See our latest Cranston, RI job and click to apply: Pharmacist - COVID 19 Vaccine Support - https://t.co/w0dXb0zvh9 #pharmacist #pharmd",-0.2125,november25_november26
25,1.331477011584389e+18,New series begins this Sunday at 10:15! Make plans now to join us in person or online.  #fblr #littlerock #socialdistancing #masks #chrismtastime @ First Baptist Little Rock https://t.co/WseX2GnFqn,0.0,november25_november26
26,1.3314780549888205e+18,"Thanks to all of the firefighters, LEOs, First responders and health care workers that give up their holidays with their families to keep us safe and healthy. #everydayheros @ Sturgis, Michigan https://t.co/Grq46jm5xl",0.10000000000000002,november25_november26
27,1.331478653100839e+18,Hungary and Poland opposed the link to the rule of law due to the EU’s current investigation of several  countries for violations.  https://t.co/QEXUYL3rmR,0.0,november25_november26
28,1.3314804683746427e+18,"COVID-19 update @ Mount Vernon, New York https://t.co/3GbiJnzBpS",0.0,november25_november26
29,1.331483768876458e+18,Covid precaution:    shuttle service  temporarily suspended in Pittsburgh International Airport #traffic https://t.co/SL0Oqn0Vyr,-0.05,november25_november26
30,1.3314864082221425e+18,Enjoying the eclectic the Queens Museum + Corona Park ... @ Queens Museum https://t.co/9XImtgMHuW,0.0,november25_november26
31,1.3314883224898888e+18,"Look who’s In-Studio with Shawn .... it’s Nicole The Covid Conscious Turkey 🦃 

#happythanksgivng #wobm #radio @nicolesmurray943 @ 92.7 WOBM https://t.co/aVQPUK4EU7",0.0,november25_november26
32,1.3314971034413138e+18,"While your rushing around during this holiday season, remember to #wearamask #wegotthis #midtownStrong 

See everyone for Brunch this weekend @babsmidtownatl @ Midtown https://t.co/y6VT3jNjYg",0.4,november25_november26
33,1.3315045245535642e+18,"Didn't realize COVID likes loud music and alcohol... @ Tampa, Florida https://t.co/5UR8z5tiOz",0.0,november25_november26
34,1.3315051637527224e+18,"Happy Thanksgiving Eve! Be safe, be smart, be thankful and wear a mask ✌🏻#sunrisewalkswithjack #dtliving #dtjax @ Downtown Jacksonville https://t.co/bDShPvfBnH",0.0,november25_november26
35,1.3315051648055214e+18,"Stay safe this holiday season.
#stayhome #wearthemask @ North End https://t.co/Y0Msa8xTQK",-0.3857142857142857,november25_november26
36,1.3315052870820454e+18,"Met this little fella on the beach this morning.  We’re old buddies.  He’s doing his duty and social distancing! @ Siesta Key, Florida https://t.co/xhJndlVOgm",0.1875,november25_november26
37,1.3315059924718182e+18,"A sign found in one of the stores in Elmhurst, NY ... formerly the epicenter of the epicenter of the Covid-19 surge in NYC. Stay safe, continue to use your mask, social distance and wash your hands.🗽🇺🇸😷🦠📱🦃☀️ https://t.co/MMhCFH9AGs",-0.5,november25_november26
38,1.331508070225154e+18,"Covid may have ruined our party plans, but all “signs” point to a great day for Big Daddy! Happy happy 50th! We love you! #aarpcardholder #yardsigns #sorrynotsorryneighbors https://t.co/ORuHNyO2gf",0.5,november25_november26
39,1.3315091537564918e+18,"Day 7 among the masses in the ‘Burgh #day7 #safesets #wearamask #washyourhands #areyoudownwithppeyeahyouknowme #pafia #pittsburgh @ Pittsburgh, Pennsylvania https://t.co/S62xx9yfpP",0.3772727272727273,november25_november26
40,1.3315095327874212e+18,"It’s a wrap! Worked hard, loved on some furries, saw some fun stuff, passed 3 Covid tests...thanks Atlanta! #commercialphotography #atlantaproduction  #covidproductionlife #advertisingphotography w/ @digirichie https://t.co/1oi3WGs0tX",0.1375,november25_november26
41,1.3315173638968074e+18,"Making the best of working from home during the pandemic. I have to say I love the time I save on the morning commute! Stay safe out there during this holiday season, everyone. #healthyathome @ Lexington, Kentucky https://t.co/RuESXcoYiq",-0.07777777777777779,november25_november26
42,1.3315200106997391e+18,"Happy Early Thanksgiving everyone! What's everyone doing to celebrate?? Remember #staysafe &amp; #stayathome! @ Hastings, Michigan https://t.co/LYxMmdVtft",0.26666666666666666,november25_november26
43,1.3315208979797074e+18,"When the pandemic started, Lily Bear decided to quit her job at FEC Environmental and start working for @pointsoflight. She’s ready to get started today! @ Decatur, Georgia https://t.co/XZdy3Fn9Yx",0.35,november25_november26
44,1.3315212596335657e+18,The Sexiest Man Alive decides to join #OnlyFans. #MichaelBJordan says he is going to create an #OnlyFans account to support a barber school during the quarantine. Can’t be mad at #OnlyFans for a good cause. https://t.co/hp1vHggV9n,-0.2125,november25_november26
45,1.3315235319940588e+18,"Negative test doesn’t stop you from spreading the virus ... #coronavirus Thanksgiving #covid19 #nursepractitioner @ Detroit, Michigan https://t.co/XdpvFYIKPd",0.3277777777777778,november25_november26
46,1.331527407963091e+18,Wednesday and Thursday I’ll be at @casbaindy for some holiday vibes 8-12. Social distancing and masks enforced. #hiphop #reggae #thanksgiving #broadripple #djlife @ The Casba https://t.co/hwNHv7I8hM,0.13636363636363635,november25_november26
47,1.3315322560457892e+18,"The MF Covid ass Turkeys. @ Hyde Park, Boston https://t.co/CCBTmYx2yz",0.3636363636363637,november25_november26
