,id,tweet,sentiment,date
0,1.298476723143684e+18,New Works for Quarantine🦠Art Projects #edmonds⛵️#pugetsound💋#lovemycity #actonclimate #climatechange #climateaction #climatesurvival🚨#climatejustice🍊#savetheUSA🌈 #savetheEPA💧#savethebees🐝#savethetrees🌳#votethemout… https://t.co/ZZ5N7qyNfr,1.0,august26_august27
1,1.2984781004523848e+18,"SOLD! 6286 Aspen Mountain Ave. Las Vegas NV During COVID 19 these clients sold their home and puchased this gorgeous 3 bedroom one-story in a gated community. COVID 19 or not, real estate is HOT! You just need the… https://t.co/Qun3Ya9h2G",0.5,august26_august27
2,1.298479235468755e+18,".
Magic❤️
.
.
.
#今日にgrateful
#空
#夕陽
#高速
#sunset
#highway
#magicalmoments 
#nyc
#enjoyyourlife
#covid19… https://t.co/fEndSbMjW3",0.5,august26_august27
3,1.298487649116631e+18,New Works for Quarantine🦠Art Projects #edmonds⛵️#pugetsound💋#lovemycity #actonclimate #climatechange #climateaction #climatesurvival🚨#climatejustice🍊#savetheUSA🌈 #savetheEPA💧#savethebees🐝#savethetrees🌳#votethemout… https://t.co/8tLtOe92Tr,0.2,august26_august27
4,1.2984886768680755e+18,"🤔  Lets count the ways:
• 2nd Source of Income
• Unemployed or Hours Cut due to COVID-19
• Side Hustle
• Residual Bills
• College Tuition or Loans
• Wedding
• Growing Family
• Retirement 
• Enjoys Spending Money
🌸… https://t.co/0AYvYP1YqU",-0.2278645833333333,august26_august27
5,1.298488993546371e+18,"These I made. It was easy surprising. I went on YouTube learned how to its pretty fun and relaxing.

#COVID19 
#mentalhealthawareness 
#bipolarawareness @ Los Angeles, California https://t.co/hqfuhBKsfJ",0.0,august26_august27
6,1.2984906622796677e+18,I submitted my resume to the L.A Haunted Hayride which will run from October 25th until November 1st. It's a drive through experience due to #covid19 aka #coronavirus. Stay tuned 😎 #lahauntedhayride… https://t.co/ymTtSwowRt,0.2,august26_august27
7,1.2984908563081871e+18,Next up on AGE OF QUARANTINE is @yoeaves on @saintvitusbar at 8pm EST. Artwork by drewce_willis @ Saint Vitus Bar https://t.co/F6usP8lkwr,0.0,august26_august27
8,1.298491779814011e+18,I do anything for tya.haylock so when she tells me we are celebrating our husband @mrgq777 21st birthday I packed my bags and broke out of quarantine with my babies. We had the best time and it was much needed 🙏🏾 Oh!… https://t.co/v7VZZCRNwt,0.4062500000000001,august26_august27
9,1.2984950911920701e+18,COVID trips with the COVID crew 🦠🌲 @ Lake Mary https://t.co/Er9mGmS2E0,0.0,august26_august27
10,1.2984955512484987e+18,"Want to learn more??!! Free tour @ 🤪https://t.co/QTZAJkKyYL
#entrepreneurship #freetour #cbd #workfromanywhere #residualincome #hemp #workfromhome @ Madisonville, Louisiana https://t.co/jLtv0mmzN7",-0.2278645833333333,august26_august27
11,1.2984957762980127e+18,Thank you to my colleagues on the Santa Clara County Board of Supervisors for supporting my initiative to focus on expanding county mediation services for tenants who have fallen behind on rent during the pandemic… https://t.co/NbiUnjAGlY,0.0,august26_august27
12,1.2984960303468913e+18,"On tonight’s episode of the Coronavirus Cooking Diaries let’s talk about the delicious simplicity of Pesto. Pesto or pesto alla genovese is a sauce originating in Genoa, the capital city of Liguria, Italy.… https://t.co/AzOEd6gtar",-0.029166666666666667,august26_august27
