,id,tweet,sentiment,date
0,1.3089929539779092e+18,"Surviving the global pandemic all summer long with my favorite sidekick and hiking partner!!! #hiking #hikingwithdogs #dog #germanshepherd @ Tinley Park, Illinois https://t.co/XtXQFupsBv",-0.1555555555555556,september24_september25
1,1.3090066632618394e+18,Sometimes I just like to look cute for my Covid testing 💜 #single #singlemama #mommyandson #white #whitedress #girlswholift #girlswhotravel #girlswithtattoos #ohio #ohioisforlovers #pittsburgh  #suckadick #savealife https://t.co/dCCIHkErU5,0.0,september24_september25
2,1.3090230212445716e+18,"Phil Lesh wants YOU to wear a mask &amp; vote for Biden, so that we can rock out at TxR and dump Trump's foul domain 💀🐢🎸🎶🌵🌻🚀#terrapin #DumpTrump #makeamericagratefulagain @ Terrapin Crossroads https://t.co/lTVFknY1k8",-0.5,september24_september25
3,1.3090363516653814e+18,NVIC's 2020 Annual Report on US State Vaccine Legislation https://t.co/HhtTuapnDW https://t.co/q0RQ1bRK6d,0.0,september24_september25
4,1.3090368565757747e+18,"Just posted a photo @ Corona, California https://t.co/Sji1H7S98K",0.0,september24_september25
5,1.309050331439997e+18,"I heard recently that, statistically, for each person who dies there are, on average, nine who grieve. So, in the US there are 7 million COVID cases, 205 thousand COVID deaths, and nearly 1.9 million people in mourning.  https://t.co/xSC9pbzzit",0.0,september24_september25
6,1.3090551858897592e+18,Covid-19 testing site in Overall Piedmont Area #traffic https://t.co/FWT2jwReVT,0.0,september24_september25
7,1.3090580767760343e+18,"After the death of a young doctor to #Coronavirus, you may need this explanation on how hospital CEOs, the medical system, and Trump dangerously exploit the good will &amp; labor of resident physicians!

https://t.co/G1s17JWywo #Medicine #Health #PublicHealth #COVID19 #PPENOW #PPE",0.0,september24_september25
8,1.3090649877055693e+18,"Blueberry Blast Time... No casino for me.. 
#blueberry #blast #little #ontheroad #preroll #thc #cbd #hightimes #adventuretime #gold #love #roadtrip #bust #420 #710 #latepost #casino #toomanypeople #stayhome https://t.co/oMjy6NmD1o",0.5708333333333333,september24_september25
9,1.3089871400224358e+18,"We are COVID prepared always. Sanitizer always and temperature checks daily. We ensure our health so you have 1 less worry on your special day! @ Houston, Texas https://t.co/0YcSJqO5gt",0.0,september24_september25
10,1.308995345284821e+18,Wearing a mask be like! #breathe #funnyvideos #funny #corona #mask #masks #virus #comedian #standupcomedy #humor #joke #laugh #laughter #viral #viralvideos #trending #trend @ Shelby Baptist Medical Center https://t.co/mfACfeBDCT,0.0,september24_september25
11,1.3089971047534141e+18,"2020 is creepy. Excuse the language but she was playing while I was recording.  COVID AND CREATURES at work...... 🕷🕷🕷🕷🕷 @ Warren, New Jersey https://t.co/8SLhGp5zCO",0.08333333333333333,september24_september25
12,1.3090015681848648e+18,"Let’s not forget that over 200,000 Americans are dead from #Covid19  and our kids are sitting in front of screens attending “school”. 🤬",0.14285714285714288,september24_september25
13,1.3090054949133025e+18,"Day 1 of Fall Equinox.  Day 10,988 of Quarantine.  😂 #longdays #everydayisaweekend #igive2020a1starrating ⭐️ @ San Mateo, California https://t.co/YeTpJ7wEwc",0.0,september24_september25
14,1.3090066632618394e+18,#Online #grocery shopping has accelerated through #COVID19. A first-person look at how different services stack up and what the future might hold. The Grocery Delivery Wars – A(n Unscientific) Customer Perspective  https://t.co/yEIDYuoLFu,0.0,september24_september25
15,1.3090098508406047e+18,Tbar tuna tartare #tuna #tartar #soy #soysauce #shallots #ginger #sesameoil #quarantine #quarantinelife # cooking #hamptons #southampton @ T Bar Southampton https://t.co/oEiypRrHik,0.0,september24_september25
16,1.3090116347996406e+18,"https://t.co/q1bIRB22rA This post has local news on the coronavirus pandemic from Thursday, Sept. 24. If you have a news tip or question, email us at news@KUT.org . https://t.co/fg3W5fK16l #atx #austin #all512",-0.0625,september24_september25
17,1.3090123096297021e+18,Covid-19 updates in Overall Piedmont Area #traffic https://t.co/FWT2jwReVT,0.08,september24_september25
18,1.3090136967238e+18,"•R E M I N D E R S•

Wear your mask.

Wash your hands.

Vote.

Black Lives Still Matter.

That’s all. @ Charlotte, North Carolina https://t.co/DYJV9x1XBg",0.0,september24_september25
19,1.3090147229986693e+18,"Although COVID-19 stress added a few pounds to my frame, I do appreciate how NY &amp; Company outfits can hide some of that. @ Norristown, Pennsylvania https://t.co/IAFElVcsvR",0.45,september24_september25
20,1.3090230212445716e+18,"Best part of working from home 👩🏻‍💻... puppy breaks 🐶 @ Madison, New Jersey https://t.co/Y2CVnDN76w",-0.5,september24_september25
21,1.3090233410769756e+18,"Weather + Traffic + Bestest Pals 
🥰👯‍♀️💜
.
@kyemartin @nbcchicago #WorkFriends #BestFriends #SocialDistancing @ NBC Chicago https://t.co/LV5UZJmaHr",0.1,september24_september25
22,1.3090265131955978e+18,Practicing my social distancing at DTW this morning #nottobusy #notmanypeople #veryquite #couldhearapindrop #firsttimeflyingsincecovidtookover #itsdifferent @ Detroit Metro Airport (DTW) https://t.co/HEhYU9Bvqu,0.0,september24_september25
23,1.3090297869169213e+18,"Rise &amp; shine, Fort Lauderdale! ✨

#goodmorning #fortlauderdale #morning #coffee #southflorida #florida #september #fall #beach #sun #quarantine #wakeup #love #amazing #beautiful #laborday #lauderdale #covid19 #photooftheday #coronavirus #thursday #tbt #laudy #photography https://t.co/Xy85U34raB",0.018181818181818167,september24_september25
24,1.309033845753344e+18,Corona NY Thu Sep 24th AM Forecast: TODAY Mostly Cloudy Hi 45 TONIGHT Partly Cloudy Lo 31,0.0,september24_september25
25,1.3090363516653814e+18,"What happens when a major city allows the #Coronavirus to rage unchecked, like Trump wants? If the city of Manaus is any answer, it means about two-thirds of the population could get infected &amp; one person in 500 could die before the epidemic winds down.

https://t.co/98BGmKR7Dp",0.0,september24_september25
26,1.3090392791176684e+18,COVID is making it so hard on everyone with not being able to open certain things.  It’s making it so hard on the ghosts that they are having to move out. @ Mysterious Mansion of Gatlinburg https://t.co/RMLhHJ1h6n,0.8,september24_september25
27,1.3090404382387446e+18,Transparent Vaccine Key to Public Confidence  https://t.co/vqWv0qr8Ux,0.2,september24_september25
28,1.3090523323075543e+18,Don’t know about you.   I missed college football.   Visited the stadiums at University of Georgia and Clemson University.   Can we all wear a mask to put this virus behind us?  Thank you. https://t.co/XanzXBgtOj,0.2,september24_september25
29,1.3090551888844882e+18,we on a world tour... thanks @curated.coffee.content for bringing by your personal stash of @lacabracoffee (pre-covid) @ Drip Coffee Makers https://t.co/JqAqJsw5BV,0.0,september24_september25
30,1.3090567337221407e+18,"WFH Day 121: What’s Going On by Marvin Gaye

#workingfromhome @ Perry Hall, Maryland https://t.co/tAZs1KvaEZ",0.0,september24_september25
31,1.3090580767760343e+18,"If these two can wear #masks so can you #dontbeakaren #norightsdenied #covid_19 #hashtags @ St. Louis, Missouri https://t.co/xT0AjtZdWF",0.0,september24_september25
32,1.3090592139482685e+18,"It’s ‘Back to Work’ week!!  #ppe @ Atlanta, Georgia https://t.co/WuRxwKpjVU",0.26666666666666666,september24_september25
33,1.3090626577864827e+18,"Gotta text from my doctors office talkin about ah #flushot not me it’s probably mixed wit #corona ...I always bet on #black I’m good 🦍🦍🦍 @ Albany, Georgia https://t.co/1bsD30FoJq",0.0,september24_september25
34,1.3090644360916828e+18,"Isolation gowns to help #StoptheSpread now available while supplies last. Wholesale pallet pricing available, free shipping too. #safety #PPE https://t.co/yDpjWdCaej https://t.co/MAdXVSBngd",0.02619047619047619,september24_september25
35,1.3089929539779092e+18,#ihatemasks #covid #Covi #Brooklyn #Uprize #RedHook #827 #RooftopStudios @ Prospect Park https://t.co/MglfzuruER,-0.1555555555555556,september24_september25
36,1.308995345284821e+18,HOW TO HELP SOMEONE WHO IS GRIEVING DURING THE PANDEMIC  https://t.co/sZP52p9dGz,0.0,september24_september25
37,1.3089971077438874e+18,"We have way too much fun!
Sunshine overrides COVID 19.
#snowflakecookiegirl @ Canyon Lake, California https://t.co/aK6zFNgysP",0.0398989898989899,september24_september25
38,1.308997112630313e+18,"#tbt to @hobnola with my boys, shot by the super talented @kaitlyn_amor. Video link in bio.

Sign of the times: hand sanitizer on my amp. 😂 @ House of Blues New Orleans https://t.co/eKbMOFbSNB",-0.2,september24_september25
